SMILES
O=C1OC(c2ccccc2)=N/C1=C\c1ccccc1
NCCNCCNCCN
Cc1ccccc1NC(=N)Nc1ccccc1C
CN(C)c1ccc(C(=O)c2ccc(N(C)C)c(N)c2)cc1N
Cc1ccnc(NC(c2ccccc2)c2ccc3cccnc3c2O)c1
CCOC(=O)c1ccccc1NC(c1ccccc1)c1ccc2cccnc2c1O
O=C1OC(C(O)C(O)C(O)CO)C(O)C1O
Cc1cc(/N=N/c2ccccc2C)ccc1N
C[As](C)(=O)O
CC(=O)Nc1cc([As](=O)(O)O)ccc1O
CCCCCCCCCCSC(=N)N
C[N+]1(Cc2ccc(Cl)c(Cl)c2)CCCC1C1CCCN(Cc2ccc(Cl)c(Cl)c2)C1
COc1cc(/C=C(/C)[N+](=O)[O-])ccc1O
CCC1(CCSC(=N)N)C(=O)NC(=O)NC1=O
c1cnc2c(c1)ccc1cccnc12
Cc1ccnc2c1ccc1c(C)ccnc12
[O-][n+]1ccccc1S
CCCCCCCCCCCC1N=C(N)N=C(N)N1c1cccc(Br)c1
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12
Cc1c(Cl)cc(C(C)(C)C)c(O)c1Cc1c(C)c(Cl)cc(C(C)(C)C)c1O
COc1cc(/N=N/c2cc(Cc3ccc(N(C)C)cc3)c(N)cc2N(C)C)c2ncccc2c1
CC1=C2C(=O)[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C
Cc1ccc(-[n+]2c3cc(N)c(C)cc3nc3cc(C)c(Nc4ccccc4)cc32)cc1
N=C(N)NC(=N)Nc1ccccc1.S=c1[nH]c2ccccc2s1
CCOC(=O)NC
Cc1cc(=O)oc2cc(O)ccc12
O=S(=O)(O)c1ccc(NN(c2c(O)ccc3ccccc23)S(=O)(=O)O)cc1
CCN(CC)CCC(CNc1c2ccc(Cl)cc2nc2ccc(OC)cc12)c1ccccc1
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
O=C(/C=C/c1ccccc1)N1CCCCC1
CC1CCCN1CCCOC(=O)c1ccc(OC2C=CCCC2)cc1
O=c1oc2c(ccc3c(O)cccc32)c2c1CCCC2
O=[As]c1ccc(S(=O)(=O)Nc2ccccc2)cc1
Oc1c(CNCCNCc2cc(Cl)cc(Cc3ccccc3)c2O)cc(Cl)cc1Cc1ccccc1
NC1C2C=CC(C2)C1C(=O)O.O=S(=O)(O)c1ccccc1
O=C(/C=C/c1ccccc1Cl)c1ccc(O)cc1
Cc1ccc(NC(=O)CSC(N)=O)cc1C
CCN(CC)c1ccc(CNc2cc(C)nc3ccc(OC)cc23)cc1
Cn1c(Sc2ccc(-c3cccnc3)n2C)ccc1-c1cccnc1
OC(c1cc(-c2cccc(Cl)c2)nc2ccccc12)C1CCCCN1
O=C1c2ccccc2C(=Cc2ccccc2)c2ccccc21
COc1ccc2nc3cc(Cl)ccc3c(NCCNCC(O)CO)c2c1
N=C1C=C(N)C(=O)c2ccccc21
ClCc1nc2ccccc2[nH]1
CCCCCCCCCCCCCCCCCC1=NC(C)(C)CN1CC(C)O
c1ccc(SCCc2ccncc2)cc1
Cc1cc(C(C)(C)C)c(OCCCN2CCOCC2)c(C(C)(C)C)c1
O=C(c1no[n+]([O-])c1C(=O)c1csc2ccccc12)c1csc2ccccc12
O=C(c1ccccc1)C1C(c2ccccc2[N+](=O)[O-])N1C1CCCCC1
c1ccc(CSCCc2ccncc2)cc1
O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O
CN(C)CCCCC(C(=O)CBr)(c1ccccc1)c1ccccc1
CC(/C=C/c1ccc([N+](=O)[O-])o1)=N/N1CC(CN2CCOCC2)OC1=O
Nc1ncnc2nc(N3CCN(CCO)CC3)[nH]c12
OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1
CC1CCC2(OC1)OC1C(O)C3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C1C2C
CCCCOC(=O)/C=C\C(=O)NC(N)=O
NCc1ccccc1.O=C(O)NCc1ccccc1
Cc1cc(C)nc(SCCc2cccc[n+]2C)n1
COc1cc([C@@H]2c3cc4c(c(O)c3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC
Cc1c(Cl)c(S(N)(=O)=O)cc2c1N=CNS2(=O)=O
ClC1=C(Cl)C(Cl)=C(Cl)C1=Cc1ccc(Cl)cc1
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
CC12CCC(C1)C(C)(C)C2OC(=O)c1ccccc1C(=O)O
CC(=O)/N=C1\C=C(NC(C)=O)C(=O)c2ccccc21
Cc1cc(/N=N/c2ccccc2C)ccc1N
CC(=O)Oc1ccccc1C(=O)O
N=C(Cc1ccccc1)NCC(=O)O
CN(C)c1ccc(/C=C\C2=[N+](C)c3ccccc3C2(C)C)cc1
COc1c(OC/C=C(\C)CCC=C(C)C)ccc2ccc(=O)oc12
O=C(O)C1C2C=CC(C2)C1c1ccccc1
C=CC(C)c1cccc(C=O)c1O
CC(/C=N/NC(=N)N)=N\NC(=N)N
COc1cc2c(cc1I)-c1c(cc(OC)c(OC)c1OC)CC[C@@H]2NC(C)=O
O=C1C(=O)c2cc([N+](=O)[O-])ccc2-c2ccc([N+](=O)[O-])cc21
Cc1cc2cc3cc(C)c(N(C)C)cc3[n+](C)c2cc1N(C)C
COc1cccc2cc(C(=O)O)c(=O)oc12
COc1c2c(c(OC)c3c1c(=O)c1ccccc1n3C)OCO2
O=C(c1ccccc1)C(Nc1ccc2ccccc2c1)c1ccccc1
COc1cc([C@@H]2c3cc4c(c(O)c3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC
CC1CC(C(=O)OC2OC(COC3OC(CO)C(OC4OC(C)C(O)C(O)C4O)C(O)C3O)C(O)C(O)C2O)C2CCC3(C)C(=CCC4(C)C3CCC3C(C)(CO)C(O)C(O)CC34C)C2C1C
C[C@@H]1C[C@H]2OC(=O)[C@@]3(C)CCC[C@@](C)([C@@H]23)[C@@]1(O)CCc1ccoc1
O=C(Nc1cccc2ccccc12)c1cc2ccccc2cc1O
c1ccc(-c2nnn(CCN3CCCCC3)n2)cc1
O=C(/C=C\c1ccc(O)c(O)c1)c1ccccc1O
Cn1cnc([N+](=O)[O-])c1S(=O)(=O)Oc1cccc2ccccc12
O=c1[nH]ncc(Br)c1Br
Cn1cnc([N+](=O)[O-])c1Sc1nc(N)nc2nc[nH]c12
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12
O=C(O)C(Cc1cccs1)C(=O)O
CN(C)Cc1cc(O)c(O)c(CN(C)C)c1
Cc1nc(Cl)c(CBr)c(Cl)n1
CCCCCCCCCCCCO[PH](=O)OCCCCCCCCCCCC
O=C1Nc2ccccc2C1(O)Cc1ccccn1
CC(C)C(=O)Cc1ccc2ccccc2n1
O=C(C(Br)Br)C(Br)C(Br)c1ccccc1
CC(C)=CCc1ccc(=O)c(O)cc1C(C)C
C/C(=N\O)c1ccc2cc(Br)c3ccccc3c2c1
c1nc(N2CC2)c2cnn(C3CCCCO3)c2n1
CC(=O)O/C(=C1\C[C@H]2[C@@H]3CC=C4C[C@@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]2(C)C1=O)C(F)(F)F
O=S(=O)(O)c1ccc2cccc(/N=N\c3c(O)ccc4ccccc34)c2c1
O=C1C(Cl)=C(Nc2ccc(Nc3ccccc3)c(NC3=C(Cl)C(=O)c4ccccc4C3=O)c2)C(=O)c2ccccc21
N=C(N)SCCc1ccccn1
COc1ccc(-n2cnc3c(N)nc(N)nc32)cc1
N=C(N/N=C\c1cccc([N+](=O)[O-])c1)C(=N)N/N=C\c1cccc([N+](=O)[O-])c1
O=C(O)C1C2C=CC(O2)C1C(=O)NCc1ccncc1
O=[N+]([O-])c1ccc(Oc2cccc(C(F)(F)F)c2)c([N+](=O)[O-])c1
Cc1nn(-c2ccc(S(=O)(=O)O)cc2)c(O)c1/N=N/c1ccccc1
O=S(=O)(O)c1cc(O)c(/N=N/c2c(O)ccc3ccccc23)c2ccccc12
O=S(=O)(O)c1ccc(/N=N/c2ccc3c(S(=O)(=O)O)cccc3c2O)c2ccccc12
CC(C)(C)c1cc(Br)c(O)c(CN(Cc2cc(C(C)(C)C)cc(Br)c2O)C2CCCCC2)c1
CC(C)(C)CC(C)(C)NCc1cc(C(C)(C)C)cc(CNC(C)(C)CC(C)(C)C)c1O
Cc1c[n+]([O-])c2ccccc2[n+]1[O-]
O=C(O)/C=C/C(=O)Nc1cccc2c1-c1ccccc1C2=O
NCCNc1ncnc2ccc(Cl)cc12
CC(C)C(Nc1ncnc2nc[nH]c12)C(=O)O
CC(C)Cn1cnc2c(SCc3ccccn3)nc(N)nc21
Cc1cc2c(SCc3ccccc3Cl)nc(N)nc2nc1C
COc1ccc(/C=C(/C)[N+](=O)[O-])cc1OC
[O-]c1c[n+](CC[n+]2cc([O-])on2)no1
[O-]c1c[n+](CCCC[n+]2cc([O-])on2)no1
COc1cc(NCCCCCNC(=N)NC(=N)NC(C)C)c2ncccc2c1
CC(C)(C)CNCCO
Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
C1=C(c2ccccc2)SC=C(c2ccccc2)S1
COc1cc(/C=C(/C)[N+](=O)[O-])ccc1O
O=C(O)C1C2C=CC(O2)C1C(=O)Nc1ccccc1
O=S(=O)(O)c1ccc(/N=N/c2ccc(/N=N/c3c(O)ccc4ccc(S(=O)(=O)O)cc34)cc2)cc1
CCc1nc(Cl)nc(Cl)c1Cl
CCCc1nc(Cl)nc(Cl)c1Cl
COc1ccccc1/C=C/[N+](=O)[O-]
Cc1cc(-c2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O
CCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCC
O=C(O)C/C(=C\c1ccco1)C(=O)O
CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@H]1O[C@@H]21
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C
Cn1c(=O)c2[nH]c(/N=N/N3CCN(CCO)CC3)nc2n(C)c1=O
COc1ccc(-c2c(C)c(C(=O)O)nc(-c3ccc4c(O)c(OC)c5c(c4n3)=NC(C)(C)N=5)c2N)c(O)c1OC
CN(C)Cc1c[nH]c2nc[nH]c(=O)c12
N=C(N)SCCCN
NC1(C(=O)NC2(C(=O)O)CCCC2)CCCC1
C=CC(=O)N1CN(C(=O)C=C)CN(C(=O)C=C)C1
C/C(=C\c1c[nH]c2ccccc12)[N+](=O)[O-]
Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O
O=C(O)c1ccc(C(=O)O)c2c(C(=O)O)ccc(C(=O)O)c12
CCOCCc1c(O)[nH]c(SC)nc1=O
Clc1nc(Cl)c(-c2ccccc2)c(Cl)n1
C/C(=C/C(=N/NC(=N)N)c1ccccc1)c1ccccc1
COc1ccc(C(=NNC(=N)N)c2ccc(OC)cc2)cc1
CN(C)[C@@H]1C(O)=C(C(=O)NCNc2nc3[nH]nnc3c(=O)[nH]2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
CCc1nc(Cl)c(Cl)c(Cl)n1
CCc1c(Cl)nc(Cl)nc1Cl
N=C(N)N/N=C\c1cccc(OCc2ccccc2)c1
CC(=O)OC1=C2C(CC3C4CC=C5CC(OC(C)=O)CCC5(C)C4CCC23C)C2C(=O)N(Cc3ccccc3)C(=O)C2C1
COc1ccc(/C=C/c2ccnc3ccccc23)cc1
CCCCN(C)/N=N/c1[nH]cnc1C(N)=O
CCCCNc1nc(N)nc(Nc2ccc(Br)cc2)c1N=O
CCN(C(=O)/C=C/c1ccco1)c1ccccc1
O=C(N/N=C\c1c(O)ccc2ccccc12)C1CC1
O=[N+]([O-])c1ccc2c(/N=N/c3c(O)ccc4ccccc34)c(O)cc(S(=O)(=O)O)c2c1
O=S(=O)(O)c1ccc2c(/N=N/c3ccc(Sc4ccc(/N=N/c5c(O)ccc6cc(S(=O)(=O)O)ccc56)cc4)cc3)c(O)ccc2c1
NC(=O)NCCSC1CCCCC1O
NCCNCC1CCNCC1
CC1(C)SC2C(C(=O)O)N=C(Cc3ccccc3)N2C1C(=O)O
Cc1ccc(S(=O)(=O)OCCN(CCOS(=O)(=O)c2ccc(C)cc2)c2ccc(C=O)cc2)cc1
COc1cc2c3c(c4cc(OC)c(OC)cc4c2cc1OC)CN1CCC[C@H]1C3
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(O)cc12
CCCCCCCCCCCCCCCC(=O)OCC1OC(n2cnc3c(=S)nc(N)[nH]c32)C(OC(=O)CCCCCCCCCCCCCCC)C1OC(=O)CCCCCCCCCCCCCCC
CC(=O)Nc1cc2ccc(=O)oc2cc1Cl
O=C(O)c1ccc(C(=O)c2ccccc2)c(C(=O)O)c1
O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O
Cc1ccc(S(=O)(=O)N/N=C2/C(=O)Nc3cc(O)c(C(=O)O)cc32)cc1
COc1cc(N(C)C)c(OC)cc1C=C1C=CC=C1
S=C(c1ccc2c(c1)OCO2)N1CCN(c2cccc(Cl)c2)CC1
CCN(CC)CCOc1ccccc1-n1c(C)ccc1-c1ccccc1
c1ccc(OCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1
C=C1C(=O)OC2C1CCC(C)C1(O)C=CC(=O)C21C
CCOC(=S)SCC(=O)O
Nc1cc(N)cc(Cc2ccccc2)c1
CCC(C)C1NC(=O)C(NC(=O)c2c3nc4c(C(=O)NC5C(=O)NC(C(C)CC)C(=O)N6CCCC6C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC5C)ccc(C)c4oc-3c(C)c(=O)c2N)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCN2C1=O
C/C1=C/C(O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)OC(C(C)C)C(C)/C=C\C(=O)NC\C=C/1
Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(CO)c(O)c3c(c1O2)C(O)OC3=O
O=S(=O)(O)c1ccc2cc(/N=N\c3cc(S(=O)(=O)O)c4cccnc4c3O)ccc2c1
